nom,latitue,longitude,type,sonore
PPS EMILIE DE RODAT - LARDENNE,43.5914499675,1.38557178872,CARREFOUR PPS,VOCAL
SENEGAL - LABEGE,43.5656394117,1.5004393602,CARREFOUR STANDARD,SONORE
GUILHERMY - VCSM,43.568592571,1.36900879161,CARREFOUR STANDARD,SONORE
Tocqueville - BUN,43.6498816251,1.45610045365,CARREFOUR STANDARD,SONORE
VENTENAT GALILEE - BALMA,43.6234560793,1.49371451162,CARREFOUR STANDARD,SONORE
PYRENEES - RN88,43.6582397669,1.48300676843,CARREFOUR STANDARD,SONORE
LIBERTE - BALMA,43.5944902859,1.50007024973,CARREFOUR STANDARD,SONORE
MIMOSAS PINS - BLAGNAC,43.6390013506,1.38293889419,CARREFOUR STANDARD,SONORE
GENERAL DE GAULLE PINS - BLAGNAC,43.6404286906,1.38243404496,CARREFOUR STANDARD,SONORE
VELASQUEZ LATECOERE - BLAGNAC,43.6224872782,1.39194272888,CARREFOUR STANDARD,SONORE
LEROY NADOT - BLAGNAC,43.624720944,1.38573319858,CARREFOUR STANDARD,SONORE
LINDBERGH DUFOUR - BLAGNAC,43.6290471038,1.3786597327,CARREFOUR STANDARD,SONORE
N° 25 RUE CHARLES LINDBERGH - BLAGNAC,43.6302289465,1.37740033798,CARREFOUR STANDARD,SONORE
OUSTALET RD63 -GAGNAC,43.7034451216,1.37392018264,CARREFOUR PIETON,SONORE
JERUSALEM - BELLEFONTAINE,43.5656896408,1.39870756604,CARREFOUR PIETON,VOCAL
PPS BAZERQUE - ENTREE VILLE,43.5813779099,1.39696077205,CARREFOUR PPS,VOCAL
FERRY - ETATS UNIS,43.6328760803,1.4316560936,CARREFOUR STANDARD,VOCAL
HORTENSIAS - RN88,43.6567430155,1.47951208698,CARREFOUR STANDARD,SONORE
PPS VASES - VERDIER,43.5985790104,1.45254679011,CARREFOUR PPS,SONORE
MASSE - BONNEFOY,43.6187463202,1.45621046135,CARREFOUR STANDARD,SONORE
BAILLAUD - BRUNAUD,43.617632796,1.46603221752,CARREFOUR STANDARD,SONORE
8 mai 1945 RD813 -RAMONVILLE,43.54192964,1.48173109357,CARREFOUR STANDARD,SONORE
DAURADE - METZ,43.5996184961,1.44058583848,CARREFOUR STANDARD,SONORE
PPS LOUIN,43.6288723567,1.45010133319,CARREFOUR PPS,VOCAL
PPS LAPIN - FRONTON,43.6517875063,1.43256064343,CARREFOUR PPS,VOCAL
LAPUJADE - BONNEFOY,43.6167855662,1.45400310592,CARREFOUR STANDARD,VOCAL
CUGNAUX - FITTE,43.5960211973,1.43215270324,CARREFOUR STANDARD,VOCAL
GUESDE - BOULINGRIN,43.5954505841,1.45130139825,CARREFOUR STANDARD,SONORE
PONT DES DEMOISELLES,43.5876732369,1.46052188564,CARREFOUR STANDARD,SONORE
LASCROSSES - RUE LASCROSSES,43.6107346252,1.43597084278,CARREFOUR STANDARD,VOCAL
CAMILLE PUJOL - CHAUBET,43.6007143426,1.46791908772,CARREFOUR STANDARD,SONORE
ROND POINT CEPIERE,43.5839989073,1.39936146438,CARREFOUR STANDARD,SONORE
PAYSSAT - REVEL,43.5752772379,1.48928069888,CARREFOUR STANDARD,SONORE
ROQUELAINE - MATABIAU,43.6127384521,1.4487652825,CARREFOUR STANDARD,SONORE
CHEVERRY - SEYSSES,43.5621802642,1.40677640115,CARREFOUR STANDARD,SONORE
BOSQUETS - SEYSSES,43.5595396251,1.40358158779,CARREFOUR STANDARD,SONORE
CAMMAS St SIMON - VCSM,43.5698987354,1.37980730495,CARREFOUR STANDARD,SONORE
ENTREE BASE FRANCAZAL-SEYSSES PORTET,43.5377182779,1.36929348546,CARREFOUR STANDARD,SONORE
LABEDA - CARNOT,43.6043524173,1.45009815516,CARREFOUR STANDARD,VOCAL
BORDEROUGE RD813,43.5278379564,1.49010959101,CARREFOUR STANDARD,SONORE
PEUPLIER RD813,43.5228694266,1.49465546963,CARREFOUR STANDARD,SONORE
ROOSEVELT - CARNOT,43.6057085662,1.44868219143,CARREFOUR STANDARD,VOCAL
PONT DES MINIMES,43.6160749477,1.43728387371,CARREFOUR STANDARD,VOCAL
PONT GUILHEMERY,43.6008534504,1.45652981254,CARREFOUR STANDARD,SONORE
TCHAD - BILLIERES,43.5965603948,1.42400241479,CARREFOUR PIETON,VOCAL
EOROPE LILAS - BALMA,43.6096561107,1.49374688254,CARREFOUR STANDARD,SONORE
RAMIER - PONT ST MICHEL,43.5922732561,1.43999162717,CARREFOUR STANDARD,SONORE
SAINT EXUPERY - DOUMERGUE,43.5884095608,1.35880354756,CARREFOUR STANDARD,VOCAL
PEYROLIERES - PYRENEES,43.5660521643,1.29788339234,CARREFOUR STANDARD,VOCAL
MAUBEC -  PYRENEES,43.5642696091,1.29346897626,CARREFOUR STANDARD,VOCAL
CROIX DE PIERRE,43.5851363017,1.42835455258,CARREFOUR STANDARD,SONORE
BARRIERE DE PARIS,43.6268811157,1.43380231399,CARREFOUR STANDARD,SONORE
HERACLES - LASCROSSES,43.6083503841,1.42829275352,CARREFOUR STANDARD,VOCAL
PLACE BAYLAC,43.6079684081,1.39736317042,CARREFOUR STANDARD,SONORE
GODOLIN - HONORE SERRES,43.6137266099,1.43801201272,CARREFOUR PIETON,VOCAL
SAINT ROCH - CASERNES,43.5797131402,1.44593402942,CARREFOUR STANDARD,SONORE
VERNE - TRENTIN,43.6238675842,1.42777948974,CARREFOUR STANDARD,SONORE
OURLIAC - EISENHOWER,43.5618912403,1.39074281296,CARREFOUR STANDARD,SONORE
LIFFART - ST SIMON,43.5651791297,1.37367719982,CARREFOUR STANDARD,SONORE
TOEC - LARDENNE,43.5925237083,1.40171303064,CARREFOUR STANDARD,SONORE
CRETES - CASTRES,43.6007318081,1.47602893442,CARREFOUR STANDARD,SONORE
RIEUX - DELTOUR,43.5912622735,1.46919676808,CARREFOUR STANDARD,SONORE
PASSERELLE SAINT AUBIN - ESCANDE,43.6036510273,1.45661234072,CARREFOUR PIETON,VOCAL
LOUBENS - LAUNAGUET,43.6311632664,1.43816665947,CARREFOUR STANDARD,SONORE
LEMERCIER  - BARCELONE,43.6091356198,1.4236919342,CARREFOUR PIETON,SONORE
VASSEUR - ATLANTA,43.6357898807,1.47292369291,CARREFOUR STANDARD,SONORE
BOURGES MAUNOURY - RENAN,43.6273416391,1.44572756016,CARREFOUR STANDARD,SONORE
PPS BROMBACH - LARDENNE,43.592994276,1.404388744,CARREFOUR PPS,VOCAL
HOTEL DE POLICE - EMBOUCHURE,43.6155475186,1.43402168829,CARREFOUR STANDARD,SONORE
MONTPLAISIR - MISTRAL,43.5927846769,1.45329119174,CARREFOUR PIETON,VOCAL
SEBASTOPOL - LASCROSSES,43.6090771843,1.43066990315,CARREFOUR STANDARD,VOCAL
GAUGUIN - LALANNE,43.5662325865,1.40651822971,CARREFOUR PIETON,SONORE
ZAY - FRONTON,43.6489827774,1.43292362508,CARREFOUR STANDARD,SONORE
LARRIEU - SEYSSES,43.5562701565,1.40044504462,CARREFOUR STANDARD,SONORE
FRENAY - RAYNAL,43.6276923832,1.45219816037,CARREFOUR STANDARD,SONORE
MARQUETTE - SEBASTOPOL,43.612549938,1.42857273719,CARREFOUR STANDARD,SONORE
VITET - DORVAL,43.5910101191,1.46029235217,CARREFOUR STANDARD,SONORE
COLUMBUS - ATLANTA,43.6310260243,1.47543371651,CARREFOUR STANDARD,SONORE
TOLOSANE - GRANDS CHENES,43.5530328584,1.46874536087,CARREFOUR STANDARD,SONORE
MOIROUD - MARENGO,43.6101156003,1.45639735595,CARREFOUR STANDARD,VOCAL
CARAMAN - CARNOT,43.6023119672,1.45185229857,CARREFOUR PIETON,VOCAL
KOENIGS - ROQUEMAUREL,43.596962937,1.41972076707,CARREFOUR STANDARD,SONORE
BOURDETTE - NARBONNE,43.5558447066,1.46625345732,CARREFOUR STANDARD,SONORE
SEEL - St SAUVEUR,43.5969111585,1.45671283537,CARREFOUR STANDARD,SONORE
RAYMOND IV - MATABIAU,43.612436353,1.45163212138,CARREFOUR STANDARD,SONORE
PPS MENUISIERS - JUIN,43.591130447,1.44133138086,CARREFOUR PPS,SONORE
ABREUVOIR  ST PIERRE - BRIENNE,43.6060525755,1.43065970697,CARREFOUR PIETON,VOCAL
BORN - BONREPOS,43.6102160673,1.45289687125,CARREFOUR STANDARD,SONORE
I.A.S - TARFAYA,43.5624290684,1.48424551072,CARREFOUR STANDARD,SONORE
STATION ZENITH - MAILLART,43.5948061207,1.40967475164,CARREFOUR STANDARD,SONORE
SARCEY - LECLERC,43.6076573873,1.43119795596,CARREFOUR PIETON,VOCAL
POLITKOVSKAIA - SUISSE,43.6130959995,1.41977059387,CARREFOUR STANDARD,SONORE
PPS POLDERMAN -  LESPINET,43.5740748018,1.47380785526,CARREFOUR PPS,VOCAL
SANTIAGO DU CHILI - REVEL,43.5674564192,1.50659860082,CARREFOUR STANDARD,SONORE
CAP GEMINI - EISENHOWER,43.5662475276,1.3797752982,CARREFOUR STANDARD,SONORE
BOYALS - TOEC,43.6020183747,1.40368832382,CARREFOUR STANDARD,SONORE
PALEFICAT - BUN,43.6520344522,1.45758943569,CARREFOUR STANDARD,SONORE
Virebent - BUN,43.6545920764,1.45961596214,CARREFOUR STANDARD,SONORE
GARE BUS - ARENES,43.5926148816,1.41898291139,CARREFOUR STANDARD,SONORE
PPS ALPHAND - FRONTON,43.6548115382,1.43225042558,CARREFOUR PPS,VOCAL
2 ORMEAUX TOLOSANE - RAMONVILLE,43.5403470745,1.47910468026,CARREFOUR STANDARD,SONORE
SAINT MICHEL DU TOUCH - Rte GRENADE BLAGNAC,43.6228701736,1.39518820714,CARREFOUR STANDARD,SONORE
BELISAIRE - Rte GRENADE BLAGNAC,43.6342580581,1.39099411201,CARREFOUR STANDARD,SONORE
ARAGON MARTIN - BLAGNAC,43.6441600145,1.37890077831,CARREFOUR STANDARD,SONORE
MONTAIGNE DALI - BLAGNAC,43.6451255495,1.3761555662,CARREFOUR STANDARD,SONORE
ANDROMEDE - BLAGNAC,43.6554267417,1.36759212311,CARREFOUR STANDARD,SONORE
St MICHEL LATECOERE - BLAGNAC,43.6218197139,1.39451586883,CARREFOUR STANDARD,SONORE
RAYMOND NADOT - BLAGNAC,43.6237019831,1.38825736756,CARREFOUR STANDARD,SONORE
POTEZ DEWOITINE - BLAGNAC,43.6251458436,1.38246737621,CARREFOUR STANDARD,SONORE
DABRY AEROPORT- BLAGNAC,43.6321309174,1.37512601597,CARREFOUR STANDARD,SONORE
BERLIOT - SAND,43.6541369716,1.36842327193,CARREFOUR STANDARD,SONORE
TAHITI  RIEUX,43.5806607927,1.48196120753,CARREFOUR STANDARD,VOCAL
LAVANDIERES - REPUBLIQUE,43.5236047497,1.3427185597,CARREFOUR STANDARD,SONORE
PPS BOURLIAGUET -BAZERQUE,43.5763406051,1.39573713252,CARREFOUR PPS,VOCAL
PPS BRAQUE - BELLEFONTAINE,43.5650260317,1.40117257567,CARREFOUR PPS,VOCAL
COLOMBETTE - GLOIRE,43.6051001226,1.45691783295,CARREFOUR STANDARD,VOCAL
BASSO CAMBO - EISENHOWER,43.5636651227,1.3868762249,CARREFOUR STANDARD,SONORE
PPS HEREDIA - CRETES,43.6121363585,1.46750436708,CARREFOUR PPS,SONORE
LAROUSSE RIEUX,43.5975103776,1.45891742443,CARREFOUR PIETON,VOCAL
MISTRAL - BOULINGRIN,43.5947891529,1.45284060074,CARREFOUR PIETON,VOCAL
PASSAGE PIETON 8 MAI 1945 RD81,43.5408749596,1.48169649848,CARREFOUR PIETON,SONORE
PARKING MONESTIE - RTE DE LOMBEZ,43.5628094096,1.28967733112,CARREFOUR STANDARD,VOCAL
CITE DE L' HERS - CASTRES,43.5966895384,1.48308975669,CARREFOUR PIETON,VOCAL
P+R BASSO CAMBO - BAZERQUE,43.5711128493,1.3916155388,CARREFOUR STANDARD,SONORE
CROIX DAURADE - NICOL,43.6356709742,1.46395336742,CARREFOUR STANDARD,SONORE
ROLAND - CARNOT,43.6036588913,1.45082716892,CARREFOUR STANDARD,VOCAL
LECLERC - LASCROSSES,43.6096977435,1.43266458514,CARREFOUR STANDARD,VOCAL
DUPORTAL - LASCROSSES,43.6103890403,1.43487308409,CARREFOUR STANDARD,VOCAL
FRIZAC - DUMERIL,43.5910111177,1.45263264332,CARREFOUR STANDARD,VOCAL
LAVAUR - BONNEFOY,43.6213084504,1.45791135801,CARREFOUR STANDARD,SONORE
SAINT LAURENT - BONNEFOY,43.6162037227,1.45328369449,CARREFOUR STANDARD,SONORE
CASSAGNE - RIEUX,43.5960313341,1.46295923015,CARREFOUR STANDARD,SONORE
PONTS  JUMEAUX,43.6112010133,1.41945939886,CARREFOUR STANDARD,SONORE
LESTANG - EISENHOWER,43.559950283,1.39490324389,CARREFOUR STANDARD,SONORE
BERNET - EISENHOWER,43.5589650464,1.39851757562,CARREFOUR STANDARD,SONORE
MARTYRS - SEYSSES,43.5702262043,1.41608733353,CARREFOUR STANDARD,SONORE
VIE - REPUBLIQUE,43.5980623834,1.43206583168,CARREFOUR STANDARD,SONORE
MONUMENT AUX COMBATTANTS - CARNOT,43.6004139072,1.45197282775,CARREFOUR STANDARD,VOCAL
JEANNE D'ARC - STRASBOURG,43.6084595161,1.44583907921,CARREFOUR STANDARD,VOCAL
INGRES - EUROPE,43.601142895,1.35479040559,CARREFOUR STANDARD,SONORE
BENEZET - MURET,43.5885478829,1.43116837437,CARREFOUR STANDARD,SONORE
RD23 - VCSM,43.5541220813,1.3584259953,CARREFOUR STANDARD,SONORE
CAILLOU GRIS - MINIMES,43.6201340343,1.43596596304,CARREFOUR STANDARD,VOCAL
PRAT - PYRENEES,43.5683122047,1.30301649531,CARREFOUR STANDARD,VOCAL
ESTEBE - MINIMES,43.6182643999,1.43656588265,CARREFOUR PIETON,VOCAL
ARMAING - PYRENEES,43.5645732557,1.29423458443,CARREFOUR STANDARD,VOCAL
PPS BOURDON - ALBI,43.6290113752,1.46084489902,CARREFOUR PPS,SONORE
MANUTENTION - ROLAND GARROS,43.6155676375,1.42425396628,CARREFOUR STANDARD,SONORE
DUROUX - NAVES,43.596369004,1.47827891177,CARREFOUR STANDARD,SONORE
BEDOUCE - LAURAGAIS,43.5783291979,1.45783738917,CARREFOUR STANDARD,SONORE
JEAN BRUNHES - FONTAINES,43.6006226599,1.42028569409,CARREFOUR STANDARD,SONORE
CASERNE VION - FITTE,43.5940439903,1.43361595049,CARREFOUR STANDARD,VOCAL
AYGA - CHAUBET,43.6051358066,1.47870643805,CARREFOUR STANDARD,SONORE
LAMARTINE - DESBALS,43.5876235249,1.41814310295,CARREFOUR STANDARD,SONORE
TOEC - GRANDE BRETAGNE,43.6044132364,1.40498534144,CARREFOUR STANDARD,SONORE
KIEV - REYNERIE,43.5709189515,1.40869019609,CARREFOUR STANDARD,SONORE
SANG DE SERP - SUISSE,43.6200902053,1.42399087893,CARREFOUR STANDARD,SONORE
ALBI - ATLANTA,43.6419251864,1.46714268629,CARREFOUR STANDARD,SONORE
PPS SAINTE LUCIE,43.5932083366,1.4314636135,CARREFOUR PPS,VOCAL
GABARDIE - AGDE,43.6294138943,1.48264539538,CARREFOUR STANDARD,SONORE
CES LALANDE - SEMINAIRE,43.6400900118,1.43547622041,CARREFOUR PIETON,VOCAL
RENOIR - NICOL,43.6338993232,1.46833421379,CARREFOUR STANDARD,SONORE
BRAVES - GRANDE BRETAGNE,43.5986465677,1.41813000198,CARREFOUR STANDARD,SONORE
PASSERELLE RAISIN - MINIMES,43.6155562527,1.44551972879,CARREFOUR PIETON,VOCAL
DELORME - BRIENNE,43.6087167653,1.42326080055,CARREFOUR PIETON,VOCAL
BOUTINON - MURET,43.5819833639,1.42576462764,CARREFOUR STANDARD,SONORE
VIALA - JULES JULIEN,43.5743162593,1.45186818571,CARREFOUR STANDARD,VOCAL
PPS ECOLE DU NORD - ARCOLE,43.6110784187,1.44138161155,CARREFOUR PPS,VOCAL
PPS DENFERT ROCHEREAU - STRASBOURG,43.6070048185,1.44735299787,CARREFOUR PPS,VOCAL
ESPAGNO - CASSELARDIT,43.6133077945,1.40151735093,CARREFOUR STANDARD,SONORE
SEPT DENIERS - BLAGNAC,43.616505107,1.40885767826,CARREFOUR PIETON,SONORE
CHAUBET - ROCADE CAMPAGNE,43.6073920735,1.4852980076,CARREFOUR STANDARD,SONORE
AGDE ROCADE - CAMPAGNE BORDEAUX,43.6281684508,1.47941132122,CARREFOUR STANDARD,SONORE
FONTENELLE - SAINT EXUPERY,43.5806046084,1.47852860264,CARREFOUR PIETON,VOCAL
CHARLEVILLE - GRANDE  BRETAGNE,43.6025534489,1.40943094085,CARREFOUR STANDARD,SONORE
DORVAL - MEDITERRANEE,43.5891875873,1.46075905117,CARREFOUR STANDARD,SONORE
CHAUSSAS - EMBOUCHURE,43.6149671289,1.43302636788,CARREFOUR STANDARD,SONORE
CLEMATITES - REVEL,43.5691810422,1.50304762806,CARREFOUR PIETON,VOCAL
PPS QUILMERY - SAINT PIERRE,43.599936137,1.43316891102,CARREFOUR PPS,SONORE
PPS SAINT HIPPOLYTE - MURET,43.5804135528,1.42446224963,CARREFOUR PPS,VOCAL
MARCHANT - ESPAGNE,43.5595041115,1.42463791791,CARREFOUR STANDARD,SONORE
VOUET - SEYSSES,43.5531035655,1.39728899226,CARREFOUR STANDARD,SONORE
PPS BARCELONE - BRIENNE,43.6104498397,1.42005561454,CARREFOUR PPS,VOCAL
PPS SOLIDARITE - PLANA,43.6085927331,1.48039910623,CARREFOUR PPS,VOCAL
PPS REYNERIE - ECOLE,43.5693808912,1.40818468502,CARREFOUR PPS,VOCAL
LICARD - SAINT SIMON,43.5610154222,1.36963260106,CARREFOUR STANDARD,SONORE
PPS CASINO SORTIE,43.5684667425,1.39260120816,CARREFOUR PPS,SONORE
MELAT- BOURGES MAUNOURY,43.6371468465,1.45270309599,CARREFOUR STANDARD,SONORE
PPS PRADAL - RIEUX,43.5938587031,1.4658810664,CARREFOUR PPS,SONORE
PPS CRETES,43.6151498724,1.4652765805,CARREFOUR PPS,VOCAL
NETWILLER-MAUNOURY,43.6403498825,1.45175803968,CARREFOUR STANDARD,SONORE
NEGOGOUSSES - COURSES,43.5933348833,1.40893347506,CARREFOUR STANDARD,SONORE
ROQUEMAUREL - MAILLART,43.5956319479,1.40995587027,CARREFOUR STANDARD,SONORE
ECOLE INFIRMIERE - BASTARD,43.6074628197,1.40224246533,CARREFOUR STANDARD,SONORE
ESPAGNO - ARENES ROMAINES,43.6140043419,1.39726833114,CARREFOUR STANDARD,SONORE
PPS CITE DU 2 MAI 1944 - FERETRA,43.5796217437,1.44346116211,CARREFOUR PPS,SONORE
ROSTAND - BUN,43.6451333403,1.45517515398,CARREFOUR STANDARD,SONORE
PPS DAUMIER - FRONTON,43.6603777297,1.43161865611,CARREFOUR PPS,VOCAL
Echangeur Borderouge SUD,43.6457477211,1.45515959439,CARREFOUR STANDARD,SONORE
TUCAUT - VCSM,43.5600939828,1.36059043806,CARREFOUR STANDARD,SONORE
THIBAUD - DAMOYSEL,43.5484765709,1.39996621248,CARREFOUR STANDARD,SONORE
PPS 7 TROUBADOURS - RIQUET,43.6078294133,1.45504039529,CARREFOUR PPS,VOCAL
124 RUE DE VELASQUEZ,43.6122112084,1.38359095915,CARREFOUR STANDARD,SONORE
LATECOERE - RAMONVILLE,43.5543671854,1.47679945874,CARREFOUR STANDARD,SONORE
CIGOGNES - RAMONVILLE,43.5522656039,1.46925729893,CARREFOUR STANDARD,SONORE
BERGES TOLOSANE - RAMONVILLE,43.5448161091,1.47615253536,CARREFOUR STANDARD,SONORE
SERVANTY - Rte GRENADE BLAGNAC,43.6251453456,1.39345915814,CARREFOUR STANDARD,SONORE
PARC MURIERS - BLAGNAC,43.6360875907,1.38784604494,CARREFOUR STANDARD,SONORE
CORNEBARRIEU PINS - BLAGNAC,43.6375926413,1.38352157655,CARREFOUR STANDARD,SONORE
GAROSSOS - BLAGNAC,43.6632009307,1.36243236856,CARREFOUR STANDARD,SONORE
LATECOERE ARIANE - BLAGNAC,43.6229690138,1.3909228268,CARREFOUR STANDARD,SONORE
N° 3 AVENUE DIDIER DAURAT - BLAGNAC,43.627145972,1.38104324943,CARREFOUR STANDARD,SONORE
TONNELIERS RTE de GRENADE - BLAGNAC,43.6453297426,1.38505394526,CARREFOUR PIETON,SONORE
MITTERRAND - BLAGNAC,43.6551101702,1.37819611713,CARREFOUR PIETON,SONORE
PPS RTE GRENADE - BEAUZELLE,43.663380073,1.37270781804,CARREFOUR PPS,VOCAL
BAUDELAIRE - ST JEAN,43.6637586522,1.50139968919,CARREFOUR STANDARD,SONORE
MARAICHERS - IUT RANGUEIL,43.5693501291,1.46409812667,CARREFOUR STANDARD,SONORE
PPS IUT PONSAN - NARBONNE,43.5660686869,1.45908191336,CARREFOUR PPS,VOCAL
BERNADETTE - SEYSSES,43.5739979203,1.41965167983,CARREFOUR STANDARD,SONORE
PPS CHARPENTIER - SEYSSES,43.5756205768,1.42093316518,CARREFOUR PPS,VOCAL
PPS PENENT SORTIE VILLE - ESPAGNE,43.5766092695,1.42410105862,CARREFOUR PPS,VOCAL
OZENNE - GUESDE,43.5947715272,1.44883980985,CARREFOUR STANDARD,VOCAL
BARBUSSE - ESPAGNE,43.5791283678,1.42354006186,CARREFOUR STANDARD,SONORE
GAYE MARIE - BENOZZI,43.6047310122,1.35504622665,CARREFOUR STANDARD,SONORE
DEPOSE GARE -LYON,43.614973328,1.45193934742,CARREFOUR STANDARD,SONORE
SPORT - JAURES,43.6779626755,1.39278782761,CARREFOUR STANDARD,SONORE
Bd de l'Europe - Avenue de Garossos,43.6645656024,1.36180603695,CARREFOUR STANDARD,SONORE
PPS SAINT JACQUES - VERDIER,43.5979448259,1.4520327999,CARREFOUR PPS,SONORE
CARMES - LANGUEDOC,43.5980397689,1.44555946723,CARREFOUR STANDARD,VOCAL
VERDIER - BOULINGRIN,43.5968267307,1.45276273927,CARREFOUR PIETON,SONORE
BACHELIER - JAURES,43.6074920639,1.45133160045,CARREFOUR STANDARD,VOCAL
FERRY - FRONTON,43.6333819168,1.43338753565,CARREFOUR STANDARD,SONORE
DUCLOS - FRONTON,43.6449324762,1.43332105652,CARREFOUR STANDARD,VOCAL
CORNEILLE - SAINT SIMON,43.5891933875,1.41338972847,CARREFOUR STANDARD,VOCAL
GASCOGNE - BILLIERES,43.5971438606,1.42713504724,CARREFOUR STANDARD,SONORE
BARRAU - SAINT EXUPERY,43.5858276672,1.46529380181,CARREFOUR STANDARD,VOCAL
MARENGO - POMPIDOU,43.6117776318,1.45768292804,CARREFOUR STANDARD,SONORE
LARTET - RIEUX,43.5839988329,1.47793972246,CARREFOUR STANDARD,VOCAL
ROSERAIE,43.6200201097,1.46887837954,CARREFOUR STANDARD,SONORE
VARSI - FITTE,43.5994982268,1.4296419865,CARREFOUR STANDARD,VOCAL
RIMONT - SEYSSES,43.5608555363,1.40504436629,CARREFOUR STANDARD,SONORE
SEYSSES - FRANCAZAL,43.5398392454,1.37356067809,CARREFOUR STANDARD,SONORE
LIMAYRAC - GONORD,43.5919457669,1.49039759081,CARREFOUR STANDARD,SONORE
STATION SUD RD813 - RAMONVILLE,43.5372569484,1.48214670292,CARREFOUR STANDARD,SONORE
